id,content,visible
2643,"Based on the Actual vs. Estimated Appraised Value Indicator on the online loan application, the loan casefile was underwritten using an estimated value.  Update DU with the value from the appraisal (when obtained) and resubmit the loan casefile to DU.",True
2647,"The CLTV for this loan casefile is %a%. Purchase, construction, and cash-out refinance transactions with a CLTV over 105 percent are not in scope for this release of Desktop Underwriter.",True
2651,This loan casefile appears to meet the expanded risk assessment and eligibility guidelines offered on DU Refi Plus loan casefiles.,True
2653,Interest-only loans are not in scope for this release of Desktop Underwriter.,True
2655,"The lender must determine the appropriate documentation needed to support the boarder income, capital gains income, interest and dividend income, foreign income, foster care income, mortgage credit certificate income, notes receivable income, seasonal income, trust income, unemployment benefits, or public assistance benefits entered on the loan application. Examples include the award letter or equivalent documentation/agreement, one paystub or equivalent documentation, one year personal tax return, 1099 form, or one month bank statement reflecting direct deposit. Refer to the Selling Guide for additional information.",False
2657,"Verify that the term of the leasehold estate runs for at least five years beyond the maturity date of the mortgage, unless fee simple title will vest at an earlier date in the borrower.",True
2659,"Desktop Underwriter has identified a foreclosure.  The presence of the foreclosure does not impact the eligibility of this DU Refi Plus loan for delivery to Fannie Mae, regardless of the date the foreclosure occurred.
Borrower|Creditor|Date Reported",False
2661,"Desktop Underwriter has identified the following deed-in-lieu of foreclosure on the credit report.  The presence of the deed-in-lieu of foreclosure does not impact the eligibility of this DU Refi Plus loan for delivery to Fannie Mae, regardless of when the deed-in-lieu of foreclosure occurred.
Borrower|Creditor|Date Reported",False
2663,"Desktop Underwriter has identified the following bankruptcy on the credit report.  If the bankruptcy included the subject property and is still open, in order for the DU Refi Plus loan to be eligible for delivery to Fannie Mae, the lender must obtain written permission from the bankruptcy court to proceed with this refinance.  If the bankruptcy has been discharged or dismissed, the presence of the bankruptcy does not impact the eligibility of this DU Refi Plus loan for delivery to Fannie Mae, regardless of the date the bankruptcy occurred.
Source|Date Filed|Date Satisfied",True
2665,"Desktop Underwriter has identified an account that may have been subject to a preforeclosure sale.  The presence of the preforeclosure sale does not impact the eligibility of this DU Refi Plus loan for delivery to Fannie Mae, regardless of the date the preforeclosure sale occurred. 
Borrower|Creditor|Account Number",False
2667,"Desktop Underwriter has identified the following account with both foreclosure and deed-in-lieu of foreclosure information on the credit report.  If the account was subject to a deed-in-lieu of foreclosure that was completed four or more years from the disbursement date of the new loan (two or more years for those due to extenuating circumstances), the lender may instruct DU to disregard the foreclosure information on the credit report by entering ""Confirmed CR DIL"" in the Explanation field for question c. in the Declarations section and resubmitting the loan casefile to DU.   If the account was subject to a foreclosure but the information on the credit report is incorrect, or the foreclosure was due to extenuating circumstances; if the loan complies with the applicable foreclosure waiting period requirements, the lender may instruct DU to disregard the foreclosure information by entering ""Confirmed CR FC Incorrect"" or ""Confirmed CR FC EC"" in the Explanation field for question c. in the Declarations section and resubmitting the loan casefile to DU.  If the account does not comply with the applicable deed-in-lieu of foreclosure or foreclosure waiting period requirements, the loan is not eligible for sale to Fannie Mae.  
Borrower|Creditor|Account Number",True
2669,"Desktop Underwriter has identified the following account with both foreclosure and deed-in-lieu of foreclosure information on the credit report. If the account was subject to a deed-in-lieu of foreclosure the lender must document that the event was completed four or more years from the disbursement date of the new loan in order for the loan to be eligible for delivery to Fannie Mae.  A two-year waiting period is permitted if extenuating circumstances can be confirmed with an explanation from the borrower and documents to either confirm the event, or illustrate factors that lead to the event as specified in the Fannie Mae Selling Guide. If the account was subject to a foreclosure, the foreclosure must have been completed seven or more years from the disbursement date of the new loan.
Borrower|Creditor|Account Number",True
2673,"Desktop Underwriter has identified the following account with both foreclosure and preforeclosure sale information on the credit report.  If the account was subject to a preforeclosure sale that was completed four or more years from the disbursement date of the new loan (two or more years for those due to extenuating circumstances), the lender may instruct DU to disregard the foreclosure information on the credit report by entering ""Confirmed CR PFS"" in the Explanation field for question c. in the Declaration section and resubmitting the loan casefile to DU.   If the account was subject to a foreclosure but the information on the credit report is incorrect, or the foreclosure was due to extenuating circumstances, if the loan complies with the applicable foreclosure waiting period requirements, the lender may instruct DU to disregard the foreclosure information by entering ""Confirmed CR FC Incorrect"" or ""Confirmed CR FC EC"" in the Explanation field for question c. in the Declarations section and resubmitting the loan casefile to DU.  If the account does not comply with the applicable preforeclosure sale or foreclosure waiting period requirements, the loan is not eligible for sale to Fannie Mae.  
Borrower|Creditor|Account Number",True
2675,"Desktop Underwriter has identified the following account with both foreclosure and preforeclosure sale information on the credit report.  If the account was subject to a preforeclosure sale, the lender must document that the event was completed four or more years from the disbursement date of the new loan in order for the loan to be eligible for delivery to Fannie Mae.  A two-year waiting period is permitted if extenuating circumstances can be confirmed with an explanation from the borrower and documents to either confirm the event, or illustrate factors that lead to the event as specified in the Fannie Mae Selling Guide.  If the account was subject to a foreclosure, the foreclosure must have been completed seven or more years from the disbursement date of the new loan.
Borrower|Creditor|Account Number",True
2677,"Desktop Underwriter has identified the following preforeclosure sale on the credit report. All preforeclosure sales must have been completed four or more years from the disbursement date of the new loan.  A two-year waiting period is permitted if extenuating circumstances can be confirmed with an explanation from the borrower and documents to either confirm the event, or illustrate factors that lead to the event as specified in the Selling Guide.
Borrower|Creditor|Account Number",True
2679,"The foreclosure information included on the following account that may have been subject to a preforeclosure sale was not used in the eligibility assessment because DU was instructed by the user to underwrite the loan casefile without this information.  This was indicated by ""Confirmed CR PFS"" being entered in the Explanation field for question c. in the Declarations section and resubmitting the loan casefile to DU. The lender must document that the account was subject to a preforeclosure sale and that the event was completed four or more years from the disbursement date of the new loan in order for the loan to be eligible for delivery to Fannie Mae.  A two-year waiting period is permitted if extenuating circumstances can be confirmed with an explanation from the borrower and documents to either confirm the event, or illustrate factors that lead to the event as specified in the Fannie Mae Selling Guide.  If the account was subject to a preforeclosure sale that was not completed four or more years from the disbursement date of the new loan (two or more years for those due to extenuating circumstances), or a foreclosure that was not completed seven or more years from the disbursement date of the new loan, the loan is not eligible for sale to Fannie Mae.
Borrower | Creditor | Account Number",True
2707,This loan casefile is ineligible because the index and margin were not included in the loan casefile submission to DU and are needed in order to ensure an accurate qualifying rate is used in underwriting. The user should enter the correct index and margin data and resubmit the loan casefile to DU.,True
2709,"The lender must determine if this DU Refi Plus loan casefile is a higher-priced covered transaction under Regulation Z. If the lender does determine that the loan casefile is a higher-priced covered transaction, the loan casefile must have a representative credit score of 620 or more and a debt-to-income ratio of 50% or less in order to be eligible for delivery to Fannie Mae.",True
2711,"Desktop Underwriter has determined that the following account(s) on the credit report is a foreclosure that was reported within the last seven years. This loan is ineligible for delivery to Fannie Mae.
Borrower | Creditor | Account Number | Date Reported",True
2713,"Desktop Underwriter has determined that the following account(s) on the credit report is a foreclosure. All foreclosures must have been completed seven or more years from the disbursement date of the new loan.
Borrower | Creditor | Account Number | Date Reported",True
2715,"Desktop Underwriter has determined that the following account(s) on the credit report is a foreclosure but the information is incomplete. If the foreclosure was completed within seven years of the disbursement date of the new loan, the loan is not eligible for delivery to Fannie Mae.
Borrower | Creditor | Account Number",True
2717,"If the foreclosure information on the credit report account below is inaccurate, and the foreclosure was completed seven or more years from the disbursement date of the new loan, or the event was not a foreclosure, the lender may instruct DU to disregard the foreclosure information by entering ""Confirmed CR FC Incorrect"" in the Explanation field for question c. in the Declarations section and resubmitting the loan casefile to DU.  If the foreclosure was the result of extenuating circumstances, and was completed three or more years from the disbursement date of the new loan, the lender may instruct DU to disregard the foreclosure information by entering ""Confirmed CR FC EC"" in the Explanation field for question c. in the Declarations section and resubmitting the loan casefile to DU.
Borrower | Creditor | Account Number | Date Reported",True
2719,"The foreclosure information included on the following account was not used in the eligibility assessment because DU was instructed by the user to underwrite the loan casefile without this information.  This was indicated by ""Confirmed CR FC Incorrect"" being entered in the Explanation field for question c. in the Declarations section.  The lender must document that the foreclosure was completed seven or more years from the disbursement date of the new loan; or that the account was not subject to a foreclosure and the loan complies with all other applicable requirements as specified in the Selling Guide.  If the account was subject to a foreclosure that was not completed seven or more years from the disbursement date of the new, the loan is not eligible for sale to Fannie Mae.
Borrower | Creditor | Account Number",True
2725,"The foreclosure information included on the following account was not used in the eligibility assessment because DU was instructed by the user to underwrite the loan casefile without this information.  This was indicated by ""Confirmed CR FC EC"" being entered in the Explanation field for question c. in the Declarations section.  The lender must confirm that the foreclosure was due to extenuating circumstances with an explanation from the borrower and documents to either confirm the event, or illustrate factors that lead to the event as specified in the Selling Guide.  The lender must also confirm that the foreclosure was completed three or more years from the disbursement date of the new loan, and that the loan complies with all other requirements specific to a foreclosure due to extenuating circumstances, as specified in the Selling Guide, which includes maximum LTV ratios of 90%, restricting purchase transactions to principal residences only, and prohibiting cash-out refinance transactions.  If the account was subject to a foreclosure due to extenuating circumstances that was not completed three or more years from the disbursement date of the new loan, or there were no extenuating circumstances and the foreclosure was not completed seven or more years from the disbursement date of the new, the loan is not eligible for sale to Fannie Mae.
Borrower | Creditor | Account Number",True
2727,"Desktop Underwriter has identified a mortgage charge-off that was reported within the last four years.  The lender must document that the event was completed four or more years from the disbursement date of the new loan in order for the loan to be eligible for delivery to Fannie Mae.  A two-year waiting period is permitted if extenuating circumstances can be confirmed with an explanation from the borrower and documents to either confirm the event, or illustrate factors that lead to the event as specified in the Selling Guide.
Borrower | Creditor | Account Number",True
2729,"Desktop Underwriter has identified an account that may have been subject to a charge-off. The presence of this charge-off does not impact the eligibility of this DU Refi Plus loan for delivery to Fannie Mae, regardless of the date the charge-off occurred.
Borrower | Creditor | Account Number",False
2731,"If income from the property will be used to qualify the borrower, the lender must obtain an appraisal based on an interior and exterior property inspection, and obtain a Single-Family Comparable Rent Schedule (Form 1007) in accordance with the requirements for rental income as stated in the Fannie Mae Selling Guide. If the borrower is being qualified without the benefit of rental income, an appraisal with Form 1007 is not required and the lender may exercise the appraisal waiver offered on the loan casefile.",True
2733,This loan casefile is ineligible because HFA Preferred Risk Sharing loans must have an LTV greater than 80 percent.  The loan casefile may be resubmitted as an HFA Preferred loan.,True
2735,"Life insurance funds are listed as an asset, and were included in available funds.  If the cash value entered is the cash value that will be liquidated to be used for down payment or closing costs, the cash value of the policy and receipt of the funds must be verified. If the cash value entered is the cash value to be used only for reserves, only the cash value must be verified.",True
2741,"According to the Social Security Administration (SSA), the Social Security Number (SSN) entered for %a may not be associated with him/her.  The SSN accuracy must be confirmed, and if incorrect, it must be updated and the loan casefile resubmitted to DU.  If the SSN is determined to be correct, it must be validated directly with the SSA (direct validation by a third party is acceptable), and the loan must be delivered with SFC 162.  If the SSN cannot be validated with the SSA, the loan is not eligible for delivery to Fannie Mae.",True
2743,"This loan casefile is ineligible because at least one borrower must be a first time homebuyer in order for the loan to be eligible for delivery to Fannie Mae with an LTV over 95 percent, CLTV over 95 percent when the subordinate financing is not a Community Seconds loan, or HCLTV over 95 percent.",True
2745,"This loan casefile is ineligible because the LTV, CLTV, or HCLTV exceeds 95 percent and, based on the Owner of Existing Mortgage field provided to DU, the existing loan is not Fannie Mae owned. If the existing loan is Fannie Mae owned, the lender must indicate that in the Owner of Existing Mortgage field on the online loan application and resubmit the loan casefile to DU.",True
2747,"Based on the Owner of Existing Mortgage field on the online loan application, the existing loan is Fannie Mae owned. Because this indication was used to determine eligibility of the loan for delivery to Fannie Mae, the lender must document that the loan being refinanced is currently owned by Fannie Mae.",True
2751,FNM1193 - The Collateral Underwriter message service is temporarily unavailable. Please resubmit at a later time.,True
2753,DU's ability to contact the Collateral Underwriter (CU) service has been disabled due to technical issues with the CU service.  Resubmit at a later time in order to receive CU messages.,True
2755,"Though a Doc File ID was provided to DU, the Appraised Value was not identified as Actual.  Confirm the value entered, update the Actual/Estimated designation and resubmit the loan casefile as needed.",True
2759,"Collateral Underwriter issued the following Risk Score and submission status message(s):
Message ID|Message Text",True
2761,"Collateral Underwriter issued the following Risk Flag message(s):
Message ID|Message Text",True
2763,"Collateral Underwriter issued the following Systems Issue message(s):
Message ID|Message Text",True
2765,"Collateral Underwriter issued the following Model Error message(s):
Message ID|Message Text",True
2767,"Collateral Underwriter issued the following Data Discrepancy message(s):
Message ID|Message Text",True
2769,"Collateral Underwriter issued the following Comparables message(s):
Message ID|Message Text",True
2771,"Collateral Underwriter issued the following Adjustments message(s):
Message ID|Message Text ",True
2773,"Collateral Underwriter issued the following Reconciliation message(s):
Message ID|Message Text",True
2775,"Collateral Underwriter issued the following Data Quality message(s):
Message ID|Message Text",True
2777,"Collateral Underwriter issued the following Fannie Mae Proprietary message(s):
Message ID|Message Text",True
2779,"UCDP issued the following UCDP Basic Edit Check message(s):
Message ID|Message Text",True
2781,"UCDP issued the following UAD Compliance message(s):
Message ID|Message Text",True
2783,"Collateral Underwriter issued the following message(s):
Message ID|Message Text",True
2785,"Collateral Underwriter issued the following message(s):
Message ID|Message Text",True
2787,FNM1193 - The Collateral Underwriter message service is temporarily unavailable. Please resubmit at a later time.,True
2789,"The messages below were issued by Collateral Underwriter and the Uniform Collateral Data Portal for the appraisal submitted under DocFileID %a on %a. These messages are the result of an automated analysis and were not prepared by a state-licensed or a state-certified appraiser. Lenders remain responsible for the appraisal report in accordance with the Fannie Mae Selling Guide, must analyze CU Findings in context of the appraisal report to determine an appropriate course of action, may not use CU Findings to interfere with the independent judgment of the appraiser, and may not encourage appraisers to provide inaccurate or otherwise misleading conclusions to conform with automated output from CU. CU Findings may not be used as the lender's basis for accepting or rejecting the appraisal, may not be used as basis for a credit decision, do not need to be cleared, do not impact the DU risk assessment, and do not impact the lender's ability to deliver the associated loan to Fannie Mae.",False
2791,DU is unable to contact third party data validation providers at this time.  This may be due to a short-term technical issue or because the service has been taken offline for system maintenance.  Resubmit at a later time in order to receive third party data validation messages.,True
2793,DU's ability to contact third party data validation providers has been disabled due to technical issues with the service.  Resubmit at a later time in order to receive DU messages based on third party data validation.,True
2795,Third party data validation messages are unavailable at this time.,True
2797,"Verification of Income (VOI) information was received for the borrower(s) from the vendor(s) shown below using the associated Reference Number(s). This may include information from current and previous employers. The loan must have closed by the date provided below for the report associated with the borrowers current employer.  Refer to the employment validation message for current employer information.  All credit documents must be no more than four months old on the note date.
Borrower|Vendor|Reference #|Report Date|Close By Date",True
2799,"Verification of Employment and/or Income (VOE/VOI) information on %a was not received from The Work Number.  Either information was not ordered from The Work Number by the lender, The Work Number did not have information on the borrower when the lender placed the order, or the Lender Loan Number and borrower Social Security Number entered on the online loan application do not match those provided to The Work Number.",False
2801,"Verification of Employment and/or Income(VOE/VOI) information was received; however, DU is not able to validate the borrowers income or employment.
Borrower|Vendor|Reason",True
2803,"Verification of Income (VOI) information was received for the borrower(s) from the vendor(s) shown below using the associated Reference Number(s). This may include information from current and previous employers. The loan must close by the date provided below for the report associated with the borrowers current employer.  Refer to the employment validation message for current employer information.  All credit documents must be no more than four months old on the note date.
Borrower|Vendor|Reference #|Report Date|Close By Date",True
2805,Base income for %a of $%a entered on the online loan application has been validated using Verification of Income (VOI) data. The reports from %a are acceptable documentation to support this income.,True
2807,"Base income for %a of $%a has been calculated using Verification of Income (VOI) data, which is lower than the base income entered on the online loan application for the borrower.  The borrower's base income must be supported by one paystub or by a standard Verification of Employment (1005).  The paystub must be dated no earlier than 30 days prior to the initial loan application date and it must include all year-to-date earnings.  Direct verifications provided by a third party employment verification vendor are acceptable if completed in accordance with the Selling Guide.",True
2809,"Base income for %a of $%a has been calculated using Verification of Income (VOI) data, which is lower than the base income entered on the online loan application for the borrower.  The borrower's base income must be supported by a paystub and a W-2 from the prior year, or by a standard Verification of Employment (1005).  The paystub must be dated no earlier than 30 days prior to the initial loan application date and it must include all year-to-date earnings.  Additionally, the paystub must include sufficient information to appropriately calculate income; otherwise, additional documentation must be obtained.  If a standard Verification of Employment (1005) will be obtained it must include all year-to-date earnings, as well as prior year earnings if a W-2 is not being provided.  If a W-2 is not available from the prior year, the lender must determine if the income would still be acceptable per the Selling Guide.  Direct verifications provided by a third party employment verification vendor are acceptable if completed in accordance with the Selling Guide.",True
2811,Overtime income for %a of $%a entered on the online loan application has been validated using  Verification of Income (VOI) data.  The reports from %a are acceptable documentation to support this income.,True
2813,"Overtime income for %a of $%a has been calculated using Verification of Income (VOI) data, which is lower than the overtime income entered on the online loan application for the borrower.  The borrower's overtime income must be supported by one paystub or by a standard Verification of Employment (1005).  The paystub must be dated no earlier than 30 days prior to the initial loan application date and it must include all year-to-date earnings.  Direct verifications provided by a third party employment verification vendor are acceptable if completed in accordance with the Selling Guide.",True
2815,"Overtime income for %a of $%a has been calculated using Verification of Income (VOI) data, which is lower than the overtime income entered on the online loan application for the borrower.  The borrower's overtime income must be supported by a paystub and W-2s covering the most recent two-year period, or by a standard Verification of Employment (1005).  The paystub must be dated no earlier than 30 days prior to the initial loan application date and it must include all year-to-date earnings.  Additionally, the paystub must include sufficient information to appropriately calculate income; otherwise, additional documentation must be obtained.  If a standard Verification of Employment (1005) will be obtained it must include all year-to-date earnings, as well as prior year earnings if a W-2 is not being provided.  Direct verifications provided by a third party employment verification vendor are acceptable if completed in accordance with the Selling Guide.",True
2817,Bonus income for %a of $%a entered on the online loan application has been validated using Verification of Income (VOI) data. The reports from %a are acceptable documentation to support this income.,True
2819,"Bonus income for %a of $%a has been calculated using Verification of Income (VOI) data, which is lower than the bonus income entered on the online loan application for the borrower.  The borrower's bonus income must be supported by one paystub or by a standard Verification of Employment (1005).  The paystub must be dated no earlier than 30 days prior to the initial loan application date and it must include all year-to-date earnings.  Direct verifications provided by a third party employment verification vendor are acceptable if completed in accordance with the Selling Guide.",True
2821,"Bonus income for %a of $%a has been calculated using Verification of Income (VOI) data, which is lower than the bonus income entered on the online loan application for the borrower.  The borrower's bonus income must be supported by a paystub and W-2s covering the most recent two-year period, or by a standard Verification of Employment (1005).  The paystub must be dated no earlier than 30 days prior to the initial loan application date and it must include all year-to-date earnings.  Additionally, the paystub must include sufficient information to appropriately calculate income; otherwise, additional documentation must be obtained.  If a standard Verification of Employment (1005) will be obtained it must include all year-to-date earnings, as well as prior year earnings if a W-2 is not being provided.  For guidance on borrowers with less than a two-year history of receiving bonus income, or for any additional information on the verification of bonus income, refer to the Selling Guide.  Direct verifications provided by a third party employment verification vendor are acceptable if completed in accordance with the Selling Guide.",True
2823,Commission income for %a of $%a entered on the online loan application has been validated using Verification of Income (VOI) data. The reports from %a are acceptable documentation to support this income.,True
2825,"Commission income for %a of $%a has been calculated using Verification of Income (VOI) data, which is lower than the commission income entered on the online loan application for the borrower.  The borrower's commission income must be supported by one paystub or federal tax returns covering the most recent year, with all schedules.  Direct verifications provided by a third party employment verification vendor are acceptable if completed in accordance with the Selling Guide.",True
2827,"Commission income for %a of $%a has been calculated using Verification of Income (VOI) data, which is lower than the commission income entered on the online loan application for the borrower.  The borrower's commission income must be supported by a paystub and W-2s covering the most recent two-year period, or by a standard Verification of Employment (1005).  The paystub must be dated no earlier than 30 days prior to the initial loan application date and it must include all year-to-date earnings.  Additionally, the paystub must include sufficient information to appropriately calculate income; otherwise, additional documentation must be obtained.  If a standard Verification of Employment (1005) will be obtained it must include all year-to-date earnings, as well as prior year earnings if a W-2 is not being provided.  For guidance on borrowers with less than a two-year history of receiving commission income, or for any additional information on the verification of commission income, refer to the Selling Guide. Direct verifications provided by a third party employment verification vendor are acceptable if completed in accordance with the Selling Guide.",True
2829,"The Doc File ID field must be 10 characters long and may only contain a combination of the numbers 0-9 and the letters A-H.  Confirm the Doc File ID, update the information, and resubmit the loan casefile to DU.  If an appraisal has not been obtained for the property, remove the information from the Doc File ID field and resubmit the loan casefile to DU.",True
2833,"The following Override Request Reason(s) were provided:
Message ID|Override Request Reason",True
2835,"Verify that the qualified income for the loan casefile complies with the maximum allowable income limit for the area in which the property is located, as established by the Community Seconds provider, the community land trust, or the resale restrictions associated to the property.",True
2837,"The loan application indicates the borrower is utilizing a product or obtaining a mortgage on a property eligible to use the Affordable LTV feature in DU.  The lender must document that the borrower is obtaining a loan on a leasehold owned by a community land trust, a loan on a property with resale restrictions, or a Community Seconds loan with a subsidized sale price; and that all ground leases, deed restrictions, or Community Seconds liens terminate (or do not restrict the sale of the property) on foreclosure or deed-in-lieu of foreclosure.  The lender must also ensure the loan meets all the requirements related to mortgage loans on a community land trust, a property with resale restrictions, or a Community Seconds loan with a subsidized sales price, as specified in the Fannie Mae Selling Guide (including property type, amortization type, and loan purpose).  Since the LTV was based solely on the appraised value, the lender must ensure an accurate appraised value was provided to DU.  Any associated special feature codes (054, 118, or 630) must also be provided when the loan is delivered to Fannie Mae.  ",True
2839,This loan casefile is ineligible because second homes and investment properties are not permitted on products using the Affordable LTV feature.,True
2841,HFA loans with an amortization term of 15 years or less are not eligible for delivery to Fannie Mae.,True
2843,%a's services are unavailable at this time.,True
2847,"Information on the borrower(s) accounts was not received from the following vendor(s). Confirm that the Report ID and borrower Social Security Number entered on the online loan application match those on the vendor report.
Borrower|Vendor|Report ID",True
2849,"Asset verification information was received for the borrower(s) from the vendor(s) shown below using the associated Reference Number(s).  Based on this report, the loan must close on or before the earliest date provided.  All credit documents must be no more than four months old on the note date.
Borrower|Vendor|Reference #|Report Date|Close By Date",True
2851,"This loan casefile is ineligible because non-occupant borrowers are not permitted when the LTV exceeds 95 percent, CLTV exceeds 95 percent when the subordinate financing is not a Community Seconds loan, or HCLTV exceeds 95 percent.",True
2853,"This case is ineligible because HomeReady mortgage loan loans must be a fixed-rate mortgage or an eligible 5/1, 7/1, or 10/1 ARM.",True
2857,This loan casefile is ineligible because the LTV on HomeReady mortgage loans cannot exceed %a percent for %a transactions secured by a %a-unit property.,True
2859,This loan casefile is ineligible because the CLTV on HomeReady mortgage loans cannot exceed %a percent for %a transactions secured by a %a-unit property.,True
2861,"This loan casefile is ineligible because temporary interest rate buydowns are only allowed on purchase transactions on HomeReady mortgage loans, and are not allowed with 5/1 ARMs.",True
2865,This loan casefile is ineligible because Accessory Unit Income is only allowed on 1-unit HFA or 1-unit HomeReady mortgage loan transactions.,True
2867,Calculate and document the accessory unit income according to the Fannie Mae Selling Guide.,True
2869,"At least one borrower signing the Note must use one of these options: 1) complete the Framework homeownership education course prior to the closing of the mortgage loan, 2) receive housing counseling prior to signing the sales contract from a HUD-approved agency as defined in the Selling Guide and certified by completion of Fannie Mae Form 1017, or 3) meet the alternative option for borrowers who have already completed a homeownership education course required by a Community Seconds or Down Payment Assistance Program and provided by a HUD-approved agency. Refer to the Selling Guide for details and other information.",True
2871,"Verify the borrower is contributing at least 3 percent of the sales price of the property from his or her own funds to the down payment, closing costs or prepaid fees.",True
2873,"Verify the terms of the subordinate financing for compliance with the Fannie Mae Selling Guide.  Seller carried second mortgages are not permitted in conjunction with a HomeReady mortgage loan.  If this lien is a Community Seconds transaction, document the terms of the lien in the loan file and verify that the terms of the program comply with the requirements for Community Second mortgages outlined in the Fannie Mae Selling Guide.",True
2875,MyCommunityLending loans are out of scope for this version of  Desktop Underwriter.,True
2877,"Based on the qualifying income and HomeReady income guidelines for the area in which the property is located this loan casefile may be eligible as a HomeReady mortgage loan, and the lender may choose HomeReady as the Community Lending product and resubmit the loan casefile to DU.",False
2879,At least one borrower signing the Note must participate in a landlord education program in accordance with the requirements outlined in the Selling Guide.,True
2881,"The FIPS code provided on the loan application was %a.  Because this FIPS code was used to derive the census tract or county and associated area median income to determine HomeReady eligibility, the lender must document the subject property is located in the specified census tract or county.",True
2883,"DU could not verify the submitted subject property address in order to determine the census tract in which the property is located. As a result, the state income limit was used to determine eligibility.  The user may provide the FIPS code on the online loan application and resubmit the loan casefile to DU.  DU will then use the FIPS code provided to determine the census tract.",True
2885,"The FIPS code provided on the loan application is invalid.  However, DU was able to verify the submitted subject property address and determine that the address exists within the following FIPS Code, %a.",True
2887,"Because the FIPS code provided on the loan application is invalid, and DU could not verify the submitted subject property address in order to determine the census tract in which the property is located, the state income limit was used to determine eligibility.  Confirm the FIPS code provided on the loan application and resubmit the loan casefile to DU.",True
2889,This loan casefile is ineligible because non-borrower household income is only permitted on Community Lending loans.,True
2891,Sweat equity is listed as a source of downpayment. Refer to the Selling Guide for eligibility requirements.,True
2893,"This case is ineligible because sweat equity is listed as an Other Credit in the Details of Transaction. Sweat equity may only be used with Community Lending loans. ",True
2895,"This case is ineligible because the amount of sweat equity, shown as an Other Credit in the Details of Transaction, exceeds 2 percent of the lesser of the purchase price or appraised value.",True
2897,Sweat equity is listed as an Other Credit in the Details of Transaction. Refer to the Selling Guide for documentation and minimum borrower contribution requirements.,False
2899,"This loan casefile is ineligible because sweat equity is listed as an Other Credit in the Details of Transaction and the LTV exceeds 95 percent, the CLTV exceeds 95 percent and the subordinate financing is not a Community Seconds loan, or HCLTV exceeds 95 percent. Refer to the Selling Guide for minimum borrower contribution requirements.",True
2901,This loan casefile is ineligible because the LTV and/or CLTV on community lending loans cannot exceed %a percent on %a high-balance mortgage loan transactions.,True
2903,This loan casefile is ineligible for delivery to Fannie Mae because the LTV and/or CLTV on a community lending loan secured by a two-unit property cannot exceed %a percent for %a high-balance mortgage loan transactions.,True
2905,This loan casefile is ineligible for delivery to Fannie Mae because the LTV and/or CLTV on a community lending loan secured by a three or four-unit property cannot exceed %a percent for %a high-balance mortgage loan transactions.,True
2907,"The FIPS code provided on the loan application was %a.  Because this FIPS code was used to derive the county and loan limit used to determine the loan's eligibility, the lender must document the subject property is located in the specified county.",True
2909,"The FIPS code provided on the loan application, %a, was invalid; however, DU was able to determine the loan limit to be applied using the subject property address. Confirm the FIPS Code provided on the loan application.",True
2911,"Housing Choice Voucher Program benefits (more commonly known as Section 8 income) for %a were used from the application. Using documentation from the public agency that issues the vouchers, the lender must determine the monthly payment amount and whether the income is nontaxable. If the income is nontaxable, the lender may develop an adjusted gross income for the borrower and enter that adjusted amount as the income in DU. Refer to the Selling Guide for additional information.",True
2913,"If %a's self-employed income is being used for qualifying purposes, the income may be supported by personal and business tax returns covering the most recent one-year period (including all tax schedules), provided the tax returns reflect at least 12 months of self-employment income and the Cash Flow Analysis (Form 1084) or equivalent has been completed.  Otherwise, lenders must obtain personal and business tax returns covering the most recent two-year period (including all tax schedules), though the requirement for business tax returns can be waived if personal returns covering the most recent two-year period are obtained, and (1) the borrower has been self-employed in the same business for at least five years, (2) the borrower's individual tax returns show an increase in self-employment income over the last two years, and (3) the borrower is paying the down payment and closing costs with his or her own funds, and is not using any funds from the business account to fund the transaction or satisfy applicable reserve requirements.  Refer to the Selling Guide for additional information.",True
2915,"Based on the subject property data entered, DU determined that the address associated with this HomeReady mortgage loan exists within the following FIPS Code, %a.",False
2917,"Based on the subject property data entered, DU determined that the address associated with this high-balance mortgage loan exists within the following FIPS Code, %a.",False
2919,The loan casefile is ineligible because at least one borrower must occupy the property as their primary residence on principal residence transactions.,True
2929,"Because the tax return was a joint return and not all tax filers are borrowers, Social Security and pension/retirement income cannot be validated using tax return data.",True
2931,"This loan casefile is not eligible for asset validation due to the following reason(s).
Borrower|Vendor|Reference #|Report Date|Reasons",False
2933,Commission income for %a of $%a entered on the online loan application has been validated using Verification of Income (VOI) and tax return data.  The Verification of Income (VOI) report from %a and the tax return data from %a are acceptable documentation to support this income.,True
2935,"Commission income for %a of $%a has been calculated using Verification of Income (VOI) and tax return data, which is lower than the commission income entered on the online loan application for the borrower.  The income must be supported by one paystub or personal tax returns covering the most recent year, with all schedules. Direct verifications provided by a third party employment verification vendor are acceptable if completed in accordance with the Selling Guide.",True
